title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 265,000,000",1200.0,3,3,Semi-Furnished,diamond
3bdrm Apartment in Maitama Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 170,000,000",250.0,3,3,Semi-Furnished,diamond
"3bdrm Duplex in Off Ogombo Road, Lekki Free Trade Zone for sale","Lekki, Lekki Free Trade Zone",Lekki Free Trade Zone,Lekki,"₦ 156,000,000",150.0,3,3,Unfurnished,diamond
3bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 180,000,000",150.0,3,3,Unfurnished,diamond
"Furnished 4bdrm Duplex in Love Estate, Ijede / Ikorodu for sale","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,"₦ 70,000,000",300.0,4,4,Furnished,diamond
"Furnished 3bdrm Bungalow in Ewu Owa, Gberigbe for sale","Ikorodu, Gberigbe",Gberigbe,Ikorodu,"₦ 45,000,000",600.0,3,4,Furnished,diamond
2bdrm Block of Flats in Oshimili North for sale,"Delta State, Oshimili North",Oshimili North,Delta State,"₦ 800,000,000",900.0,2,2,Unfurnished,diamond
"Furnished 4bdrm Duplex in Agip, Rumueme for sale","Port-Harcourt, Rumueme",Rumueme,Port-Harcourt,"₦ 240,000,000",465.0,4,5,Furnished,diamond
6bdrm Duplex in GRA Phase 3 / Port-Harcourt for sale,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,"₦ 1,600,000,000",1860.0,6,7,Semi-Furnished,diamond
5bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 600,000,000",250.0,5,5,Unfurnished,diamond
"3bdrm Bungalow in Cooperative Estate, Ayobo for sale","Ipaja, Ayobo",Ayobo,Ipaja,"₦ 90,000,000",500.0,3,4,Semi-Furnished,diamond
3bdrm Apartment in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 130,000,000",400.0,3,4,Unfurnished,enterprise
4bdrm Duplex in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,"₦ 200,000,000",250.0,4,5,Semi-Furnished,enterprise
4bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),"₦ 220,000,000",500.0,4,5,Semi-Furnished,enterprise
5bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),"₦ 155,000,000",600.0,5,6,Unfurnished,enterprise
4bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 165,000,000",200.0,4,5,Semi-Furnished,enterprise
3bdrm Apartment in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,"₦ 130,000,000",100.0,3,4,Unfurnished,enterprise
3bdrm Duplex in Gaduwa for sale,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),"₦ 220,000,000",250.0,3,5,Unfurnished,enterprise
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 465,000,000",500.0,4,4,Unfurnished,diamond
"4bdrm House in Sunshine Garden, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,"₦ 190,000,000",300.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Vgc Harris Drive for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 220,000,000",300.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Chief Lateef Oyelade, Rind Road for sale","Ibadan, Rind Road",Rind Road,Ibadan,"₦ 200,000,000",500.0,4,5,Semi-Furnished,diamond
"4bdrm Duplex in Westend Estate, Ikota for sale","Lekki, Ikota",Ikota,Lekki,"₦ 125,000,000",506.0,4,4,Unfurnished,enterprise
"2bdrm Apartment in Meadow, Ikate for sale","Lekki, Ikate",Ikate,Lekki,"₦ 260,000,000",1218.0,2,2,Unfurnished,enterprise
3bdrm Bungalow in Oshimili North for sale,"Delta State, Oshimili North",Oshimili North,Delta State,"₦ 125,000,000",3700.0,3,3,Unfurnished,enterprise
"5bdrm Duplex in Conservation, Lekki Expressway for sale","Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 500,000,000",950.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 310,000,000",320.0,5,5,Semi-Furnished,diamond
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 220,000,000",300.0,4,4,Semi-Furnished,diamond
4bdrm Bungalow in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 47,000,000",464.0,4,4,Unfurnished,diamond
Furnished 4bdrm House in Surulere for sale,"Lagos State, Surulere",Surulere,Lagos State,"₦ 450,000,000",500.0,4,4,Furnished,diamond
Furnished 6bdrm Duplex in Owerri for sale,"Imo State, Owerri",Owerri,Imo State,"₦ 750,000,000",1300.0,6,6,Furnished,enterprise
Furnished 8bdrm Mansion in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 5,000,000,000",1000.0,8,9,Furnished,enterprise
Furnished 3bdrm House in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,"₦ 135,000,000",500.0,3,3,Furnished,diamond
"Furnished 3bdrm Bungalow in Supercell Estate, Apo Resettlement for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 140,000,000",500.0,3,4,Furnished,enterprise
Furnished 3bdrm House in Eric Moore for sale,"Surulere, Eric Moore",Eric Moore,Surulere,"₦ 190,000,000",500.0,3,3,Furnished,diamond
1bdrm Apartment in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 90,000,000",100.0,1,1,Unfurnished,enterprise
"5bdrm Duplex in Pinnock Beach, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,600,000,000",100.0,5,5,Semi-Furnished,enterprise
"3bdrm Duplex in Oribanwa Phase 2, for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 110,000,000",100.0,3,3,Unfurnished,enterprise
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 270,000,000",100.0,2,2,Unfurnished,enterprise
2bdrm Apartment in Eneka Estate for sale,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,"₦ 230,000,000",900.0,2,2,Unfurnished,enterprise
3bdrm Apartment in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 155,000,000",200.0,3,3,Unfurnished,enterprise
4bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 300,000,000",500.0,4,4,Semi-Furnished,diamond
4bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 240,000,000",250.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 350,000,000",500.0,4,4,Semi-Furnished,diamond
"5bdrm Duplex in Megamound Estate, Ikota for sale","Lekki, Ikota",Ikota,Lekki,"₦ 480,000,000",500.0,5,5,Unfurnished,enterprise
2bdrm Apartment in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 130,000,000",180.0,2,2,Unfurnished,enterprise
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 150,000,000",400.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 450,000,000",500.0,5,5,Semi-Furnished,diamond
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",500.0,5,5,Unfurnished,diamond
3bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 600,000,000",500.0,3,3,Semi-Furnished,diamond
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 150,000,000",500.0,4,4,Unfurnished,diamond
5bdrm Duplex in Ikoyi S.W for sale,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,"₦ 1,750,000,000",500.0,5,5,Semi-Furnished,diamond
4bdrm Duplex in Ikoyi S.W for sale,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,"₦ 1,600,000,000",500.0,4,4,Semi-Furnished,diamond
2bdrm Apartment in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 160,000,000",150.0,2,2,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",300.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 1,500,000,000",400.0,5,5,Unfurnished,enterprise
"4bdrm Duplex in Transekulu, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 150,000,000",500.0,4,5,Semi-Furnished,diamond
"14bdrm Block of Flats in Akpoga Street,, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 170,000,000",500.0,14,16,Semi-Furnished,diamond
2bdrm Block of Flats in Yabatech Gra for sale,"Lagos State, Yaba",Yaba,Lagos State,"₦ 130,000,000",400.0,2,2,Unfurnished,diamond
"5bdrm Duplex in Peace Estate, Ago Palace for sale","Isolo, Ago Palace",Ago Palace,Isolo,"₦ 450,000,000",500.0,5,5,Unfurnished,diamond
2bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 90,000,000",500.0,2,2,Unfurnished,enterprise
4bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 140,000,000",900.0,4,4,Unfurnished,enterprise
"7bdrm Mansion in Gusape, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 4,000,000,000",1492.0,7,7,Unfurnished,diamond
2bdrm Apartment in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 700,000,000",500.0,2,2,Semi-Furnished,diamond
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 175,000,000",500.0,5,5,Semi-Furnished,diamond
"4bdrm Duplex in Opic, Isheri North for sale","Ojodu, Isheri North",Isheri North,Ojodu,"₦ 270,000,000",400.0,4,5,Semi-Furnished,enterprise
"4bdrm Duplex in Opic, Isheri North for sale","Ojodu, Isheri North",Isheri North,Ojodu,"₦ 220,000,000",350.0,4,5,Semi-Furnished,enterprise
4bdrm Duplex in Ikeja Gra Lagos for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 950,000,000",350.0,4,5,Unfurnished,diamond
4bdrm Duplex in Life Camp Abuja for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 350,000,000",400.0,4,5,Unfurnished,diamond
3bdrm Apartment in Opebi Ikeja Lagos for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 350,000,000",150.0,3,4,Semi-Furnished,diamond
3bdrm Apartment in Opebi Ikeja for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 200,000,000",150.0,3,4,Unfurnished,diamond
4bdrm Duplex in Magodo Gra Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,"₦ 450,000,000",150.0,4,5,Semi-Furnished,diamond
"5bdrm Duplex in Ikota Estate, 1004 for sale","Victoria Island, 1004",1004,Victoria Island,"₦ 550,000,000",600.0,5,5,Semi-Furnished,enterprise
4bdrm Duplex in Oluyole Gra for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,"₦ 300,000,000",500.0,4,4,Unfurnished,diamond
3bdrm Block of Flats in Shomolu / Shomolu for sale,"Shomolu, Shomolu / Shomolu",Shomolu / Shomolu,Shomolu,"₦ 170,000,000",500.0,3,3,Semi-Furnished,diamond
5bdrm House in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,"₦ 950,000,000",1000.0,5,5,Semi-Furnished,diamond
Furnished 3bdrm Bungalow in Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,"₦ 70,000,000",1000.0,3,4,Furnished,diamond
Furnished 1bdrm Block of Flats in Wuse 2 for sale,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),"₦ 220,000,000",500.0,1,1,Furnished,enterprise
3bdrm Block of Flats in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,"₦ 220,000,000",300.0,3,3,Unfurnished,enterprise
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,"₦ 1,200,000,000",1000.0,6,6,Semi-Furnished,diamond
"4bdrm Duplex in 69 Road Qwarimpa, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 350,000,000",500.0,4,4,Semi-Furnished,diamond
4bdrm Duplex in Jahi Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 400,000,000",600.0,4,4,Semi-Furnished,diamond
13bdrm Mansion in F01 Kubwa  F C T for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),"₦ 1,200,000,000",3715.0,13,20,Unfurnished,diamond
"4bdrm Duplex in Estate, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,"₦ 180,000,000",1000.0,4,5,Semi-Furnished,diamond
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 310,000,000",500.0,5,5,Unfurnished,diamond
Furnished 1bdrm Apartment in Karu for sale,"Abuja (FCT), Karu",Karu,Abuja (FCT),"₦ 150,000,000",500.0,1,2,Furnished,diamond
"5bdrm Duplex in Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 600,000,000",890.0,5,6,Unfurnished,diamond
"2bdrm House in With-God, Akala Express for sale","Ibadan, Akala Express",Akala Express,Ibadan,"₦ 53,000,000",500.0,2,2,Semi-Furnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 210,000,000",350.0,4,4,Semi-Furnished,diamond
5bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 420,000,000",400.0,5,6,Semi-Furnished,diamond
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 1,300,000,000",1200.0,5,7,Semi-Furnished,diamond
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,"₦ 270,000,000",10.0,4,4,Semi-Furnished,diamond
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 250,000,000",500.0,4,4,Semi-Furnished,diamond
"Studio Apartment in Ologolo, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 45,000,000",380.0,1,2,Unfurnished,diamond
4bdrm Duplex in Lekki Palm City Ajah for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 230,000,000",500.0,4,4,Semi-Furnished,enterprise
Furnished 2bdrm Maisonette in Agege for sale,"Lagos State, Agege",Agege,Lagos State,"₦ 125,000,000",300.0,2,3,Furnished,diamond
4bdrm Duplex in Isheri North Opic for sale,"Ojodu, Isheri North",Isheri North,Ojodu,"₦ 150,000,000",500.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,000,000,000",1800.0,4,4,Unfurnished,diamond
"4bdrm Maisonette in Milverton, Old Ikoyi for sale","Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 1,800,000,000",300.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Magodo Gra Phase 2 for sale,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,"₦ 780,000,000",600.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Magodo Gra Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,"₦ 330,000,000",500.0,5,5,Unfurnished,enterprise
"3bdrm Apartment in Awuse, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,"₦ 350,000,000",250.0,3,4,Unfurnished,enterprise
2bdrm Penthouse in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 850,000,000",300.0,2,2,Semi-Furnished,enterprise
6bdrm Duplex in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 400,000,000",350.0,6,6,Unfurnished,enterprise
Furnished 5bdrm Duplex in FHA for sale,"Lugbe District, FHA",FHA,Lugbe District,"₦ 500,000,000",700.0,5,6,Furnished,enterprise
3bdrm Apartment in Wuye for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),"₦ 170,000,000",100.0,3,4,Unfurnished,enterprise
3bdrm Apartment in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,"₦ 120,000,000",150.0,3,4,Semi-Furnished,enterprise
"7bdrm Duplex in Kingz Park Estate, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 650,000,000",1200.0,7,7,Semi-Furnished,enterprise
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 220,000,000",500.0,4,4,Unfurnished,diamond
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 180,000,000",400.0,4,4,Unfurnished,diamond
4bdrm House in Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 160,000,000",300.0,4,4,Unfurnished,enterprise
3bdrm Block of Flats in Wuse 2 for sale,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),"₦ 2,000,000,000",1200.0,3,3,Unfurnished,diamond
2bdrm Apartment in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 91,000,000",200.0,2,2,Semi-Furnished,diamond
4bdrm Duplex in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,"₦ 450,000,000",400.0,4,4,Semi-Furnished,diamond
"4bdrm Duplex in Dantata Estate, for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),"₦ 195,000,000",400.0,4,5,Semi-Furnished,diamond
12bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 200,000,000",464.0,12,8,Unfurnished,diamond
6bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 100,000,000",1858.0,6,6,Unfurnished,diamond
18bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 600,000,000",557.0,18,12,Unfurnished,diamond
"5bdrm Duplex in Judges Quarters, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 400,000,000",1000.0,5,5,Unfurnished,diamond
Furnished 6bdrm Duplex in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 1,800,000,000",1000.0,6,6,Furnished,enterprise
Furnished 4bdrm House in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 250,000,000",500.0,4,4,Furnished,diamond
"18bdrm Block of Flats in Ugbowo, Benin City for sale","Edo State, Benin City",Benin City,Edo State,"₦ 56,000,000",470.0,18,18,Unfurnished,diamond
3bdrm Apartment in Omole Phase 2 for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,"₦ 270,000,000",500.0,3,3,Unfurnished,diamond
Furnished 3bdrm House in Maryland for sale,"Lagos State, Maryland",Maryland,Lagos State,"₦ 280,000,000",500.0,3,3,Furnished,diamond
Furnished 5bdrm Duplex in Zone B for sale,"Apo District, Zone B",Zone B,Apo District,"₦ 650,000,000",600.0,5,6,Furnished,enterprise
Furnished 2bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 270,000,000",500.0,2,2,Furnished,diamond
"20bdrm Block of Flats in Victory Estate, Ibeshe / Amuwo-Odofin for sale","Amuwo-Odofin, Ibeshe / Amuwo-Odofin",Ibeshe / Amuwo-Odofin,Amuwo-Odofin,"₦ 680,000,000",1800.0,20,20,Semi-Furnished,diamond
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 130,000,000",100.0,4,4,Unfurnished,enterprise
2bdrm Apartment in Lekki Scheme 2 for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 110,000,000",1000.0,2,2,Unfurnished,enterprise
"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 160,000,000",100.0,4,4,Unfurnished,enterprise
"5bdrm Duplex in Lekki Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 195,000,000",100.0,5,5,Unfurnished,enterprise
"4bdrm Duplex in Ajah, Lekki for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 170,000,000",100.0,4,4,Unfurnished,enterprise
"3bdrm Apartment in Oniru, Victoria Island Extension for sale","Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 240,000,000",100.0,3,3,Unfurnished,enterprise
"4bdrm Duplex in General Paint, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 165,000,000",100.0,4,4,Unfurnished,enterprise
"5bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 680,000,000",100.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Second Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 480,000,000",100.0,5,5,Unfurnished,enterprise
"5bdrm Duplex in Mobile Road, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 275,000,000",100.0,5,5,Unfurnished,enterprise
"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 200,000,000",100.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Orchid Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",100.0,5,5,Unfurnished,enterprise
"4bdrm Duplex in Estate Akwaka, Ruuodomaya for sale","Port-Harcourt, Ruuodomaya",Ruuodomaya,Port-Harcourt,"₦ 200,000,000",289.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 500,000,000",550.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 550,000,000",500.0,5,5,Semi-Furnished,diamond
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 200,000,000",200.0,4,4,Unfurnished,diamond
4bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 290,000,000",500.0,4,4,Semi-Furnished,diamond
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 430,000,000",500.0,5,5,Unfurnished,diamond
1bdrm Apartment in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 82,000,000",500.0,1,1,Unfurnished,diamond
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 370,000,000",500.0,4,4,Semi-Furnished,diamond
Furnished 2bdrm Penthouse in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 400,000,000",200.0,2,2,Furnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 150,000,000",220.0,4,4,Unfurnished,enterprise
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 250,000,000",150.0,2,2,Unfurnished,enterprise
6bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,300,000,000",500.0,6,6,Semi-Furnished,diamond
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 350,000,000",500.0,4,4,Unfurnished,diamond
"5bdrm Duplex in Royal Garden Estate, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 650,000,000",450.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 170,000,000",280.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 5,600,000,000",500.0,5,5,Semi-Furnished,diamond
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 650,000,000",500.0,5,5,Semi-Furnished,diamond
5bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 450,000,000",500.0,5,5,Semi-Furnished,diamond
2bdrm Apartment in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 160,000,000",500.0,2,2,Semi-Furnished,diamond
4bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 265,000,000",250.0,4,4,Unfurnished,enterprise
"8bdrm Block of Flats in Majek Abijo, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,"₦ 100,000,000",500.0,8,8,Unfurnished,diamond
4bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 125,000,000",400.0,4,4,Semi-Furnished,diamond
4bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 1,500,000,000",400.0,4,4,Semi-Furnished,diamond
Furnished 3bdrm Apartment in In Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 280,000,000",1000.0,3,3,Furnished,diamond
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 150,000,000",300.0,4,4,Unfurnished,diamond
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 190,000,000",100.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 230,000,000",450.0,4,4,Semi-Furnished,diamond
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 500,000,000",450.0,5,5,Semi-Furnished,diamond
3bdrm Block of Flats in Garki 2 for sale,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),"₦ 750,000,000",1000.0,3,4,Unfurnished,diamond
4bdrm Duplex in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 200,000,000",500.0,4,4,Semi-Furnished,diamond
